time,PopulationName,lat,lon,Biomass_pgC_per_L,salin,temp,cruisename,CMAP_SiO2_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_POSi_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_PON_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_POFe_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_POC_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_PO4_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_PIC_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_O2_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_NO3_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_NO2_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_NH4_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_FeT_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_DOP_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_DON_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_DOFe_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_DOC_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_DIC_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_CDOM_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_ALK_darwin_clim_tblDarwin_Nutrient_Climatology,par
2016-04-20 07:00:00,Prochlorococcus,21.52032632,-158.3269842,10.52044346,34.893785,24.351745,KOK1606,-0.0228452622499999,-0.00012668967,0.00501200635,3.85003245e-07,0.032883565,0.001977594,0.00330727065,214.1913925,2.252041975,0.2952762,1.2829814000000002,1.46585153749e-05,0.01373411,0.2487174274999999,1.6883489e-05,1.64809325,1697.874775,3.377541475e-05,1954.87665,0.0193
2016-04-20 07:00:00,Synechococcus,21.52032632,-158.3269842,0.34142874,34.893785,24.351745,KOK1606,-0.0228452622499999,-0.00012668967,0.00501200635,3.85003245e-07,0.032883565,0.001977594,0.00330727065,214.1913925,2.252041975,0.2952762,1.2829814000000002,1.46585153749e-05,0.01373411,0.2487174274999999,1.6883489e-05,1.64809325,1697.874775,3.377541475e-05,1954.87665,0.0193
2016-04-20 07:00:00,nanoeukaryotes (2-5µm),21.52032632,-158.3269842,3.338212456,34.893785,24.351745,KOK1606,-0.0228452622499999,-0.00012668967,0.00501200635,3.85003245e-07,0.032883565,0.001977594,0.00330727065,214.1913925,2.252041975,0.2952762,1.2829814000000002,1.46585153749e-05,0.01373411,0.2487174274999999,1.6883489e-05,1.64809325,1697.874775,3.377541475e-05,1954.87665,0.0193
2016-04-20 07:00:00,picoeukaryotes (< 2µm),21.52032632,-158.3269842,0.701902096,34.893785,24.351745,KOK1606,-0.0228452622499999,-0.00012668967,0.00501200635,3.85003245e-07,0.032883565,0.001977594,0.00330727065,214.1913925,2.252041975,0.2952762,1.2829814000000002,1.46585153749e-05,0.01373411,0.2487174274999999,1.6883489e-05,1.64809325,1697.874775,3.377541475e-05,1954.87665,0.0193
2016-04-20 08:00:00,Prochlorococcus,21.66271,-158.32343,9.309386899,34.90237647,24.33926471,KOK1606,-0.0228452622499999,-0.00012668967,0.00501200635,3.8500324500000004e-07,0.032883565,0.001977594,0.00330727065,214.1913925,2.252041975,0.2952762,1.2829814000000002,1.46585153749e-05,0.01373411,0.2487174274999999,1.6883489e-05,1.64809325,1697.874775,3.377541475e-05,1954.87665,0.020382353
2016-04-20 08:00:00,Synechococcus,21.66271,-158.32343,0.374116796,34.90237647,24.33926471,KOK1606,-0.0228452622499999,-0.00012668967,0.00501200635,3.8500324500000004e-07,0.032883565,0.001977594,0.00330727065,214.1913925,2.252041975,0.2952762,1.2829814000000002,1.46585153749e-05,0.01373411,0.2487174274999999,1.6883489e-05,1.64809325,1697.874775,3.377541475e-05,1954.87665,0.020382353
2016-04-20 08:00:00,nanoeukaryotes (2-5µm),21.66271,-158.32343,2.789363731,34.90237647,24.33926471,KOK1606,-0.0228452622499999,-0.00012668967,0.00501200635,3.8500324500000004e-07,0.032883565,0.001977594,0.00330727065,214.1913925,2.252041975,0.2952762,1.2829814000000002,1.46585153749e-05,0.01373411,0.2487174274999999,1.6883489e-05,1.64809325,1697.874775,3.377541475e-05,1954.87665,0.020382353
2016-04-20 08:00:00,picoeukaryotes (< 2µm),21.66271,-158.32343,1.044393009,34.90237647,24.33926471,KOK1606,-0.0228452622499999,-0.00012668967,0.00501200635,3.8500324500000004e-07,0.032883565,0.001977594,0.00330727065,214.1913925,2.252041975,0.2952762,1.2829814000000002,1.46585153749e-05,0.01373411,0.2487174274999999,1.6883489e-05,1.64809325,1697.874775,3.377541475e-05,1954.87665,0.020382353
2016-04-20 09:00:00,Prochlorococcus,21.802385,-158.30565,9.406512202,34.88059,24.320725,KOK1606,-0.0219817645,-0.000119875135,0.00457899585,3.556586475e-07,0.0292008954999999,0.001073431825,0.002635536775,214.731455,2.3008608,0.3016044325,1.35207815,1.742942375e-05,0.01273942875,0.23586427,1.628222325e-05,1.528731475,1699.677975,3.09030475e-05,1956.26175,0.08565
2016-04-20 09:00:00,Synechococcus,21.802385,-158.30565,0.400944371,34.88059,24.320725,KOK1606,-0.0219817645,-0.000119875135,0.00457899585,3.556586475e-07,0.0292008954999999,0.001073431825,0.002635536775,214.731455,2.3008608,0.3016044325,1.35207815,1.742942375e-05,0.01273942875,0.23586427,1.628222325e-05,1.528731475,1699.677975,3.09030475e-05,1956.26175,0.08565
